Name,Dominant Topic, Percentage of Positive Sentiment,Review Quality Index,Comment,Speciality,Number of Review,Bayesian Adjusted Rating
Dr. Andrew Feldman,Konwledge,1,0.327834619,"On March 21, Dr. Feldman performed surgery on my knee to remove a Baker’s cyst and repair a torn meniscus. On June 1, I completed an Olympic-distance triathlon – against his advice. But my surgery and recovery were so smooth, I decided to try it anyway – and I succeeded. Dr. Feldman did not recommend removal of the Baker’s cyst the first four times I went to him with the same issue – swelling, pain, etc. We managed it pretty well until this winter when the pain got too severe and the swelling wouldn’t go down. He said removing a Baker’s cyst is the last resort and indicated only when it impacts a patient’s life. It was definitely ruining my life so we made a decision to go ahead with the surgery. I was terrified, but Dr. Feldman was calm and confident, which helped allay my fears. Although my experience may not be typical, I sincerely believe that Dr. Feldman’s skills as a surgeon and sports-medicine expert were integral in my remarkable bounceback and recovery.",Orthopedic Surgeon,19,4.075630252
Dr. Andrew Feldman,Staff,1,0.882414375,"Having just had my third successful meniscus surgery with Dr. Feldman, there is no finer orthopedic surgeon here in NY. His bedside manner is tremendous, he takes the time to explain everything and answer whatever questions you have. As well, his staff is caring and very helpful throughout the entire process. More importantly, his skills as a surgeon are outstanding. Weeks after my meniscus tear I found myself back on the basketball court. I highly recommend Dr. Feldman.",Orthopedic Surgeon,19,4.075630252
Dr. Andrew L. Defazio,Punctuality,0.428571429,0.91273652,"I first went to Dr Defazio for my first pregnancy ultrasound about 2 weeks ago. Unfortunately we discovered that the baby never developed and, after he clearly explained all of my options, I chose to have a D&C yesterday because my body didn't miscarry on its own. He has been amazing throughout the process - compassionate, caring, respectful, and informative. His staff is great also and attempts to calm me and answer my questions as best they can when I call. Even the staff involved with my surgery at the hospital was amazing. I had a D&C once before to remove polyps, and this experience was a million times better in every way. When I'm healed, we will start trying to conceive again and I will definitely stick with Andrew because I know he will properly care for me whether things are good or bad. Best obgyn I've ever been to. My first appointment, I waited about 15 mins, my second I waited almost 2 hours BUT that was because he had an emergency c-section that morning, so I understand. That's an important part of the job. I highly recommend this Dr.!",Gynecologist (OBGYN),30,4.113461538
Dr. Andrew L. Defazio,Konwledge,0.5,0.699773417,"I never write a review on anything but this doctor is so amazing that I feel it is only right that people should know. I have looked for a long time for a gyn that makes me feel comfortable and not embarrassed to ask any questions. I found him when I got pregnant and thank God I did. He made me feel comfortable and taken care of through out the whole pregnancy and delivery.
I now just him for regular visits and I can't say enough about him. There is no other doctor that can compare. ",Gynecologist (OBGYN),30,4.113461538
Dr. Andrew L. Defazio,Staff,1,0.824867344,Dr. Andrew was such a great doctor. He was very helpful and answered all our questions and was always there when I had an emergency visit. I gave birth while he was away on vacation and I have to say that I was well taken care off by his 2 brothers Mark and Greg. I would follow them as my doctors for any other future children. :-),Gynecologist (OBGYN),30,4.113461538
Dr. Andrew M. Casden,Punctuality,0.75,0.939378186,"The man was never on time, often more than an hour later than scheduled appt. Only happy to work with sports stars. Will work with you until you have medicare, then drops you from his practice, although I would have left anyway once I found the md I'm working with now.",Orthopedic Surgeon,38,4.125
Dr. Andrew M. Casden,Konwledge,1,0.661879249,"Due to Spondylolisthesis I had a Anterior/posterior lumbar fusion. Dr Casden was my surgeon. My surgery was 4 years ago. I feel great! He fixed me, and I would recommend him to anyone! I am basically pain free just the occasional Advil. Beth Israel is a wonderful hospital to have surgery in. The care was top notch.",Orthopedic Surgeon,38,4.125
Dr. Andrew M. Casden,Staff,1,0.058080107,I had 2 surgeries with Dr. Casden. To this day we are not 100% sure what went wrong after my 2nd surgery but Dr. Casden is a great surgeon. Knowledgeable and professional. He cares for his patients and makes sure they are taken care of. I would recommend Dr. Casden to future back patients. He is more then just a surgeon he is someone you can trust and feel comfortable with.,Orthopedic Surgeon,38,4.125
Dr. Andrew V. Picone,Konwledge,1,0.239670225,"Best Dentist I've ever been to! He not only cared about my comfort level, he made sure I didn't experience any pain during the lengthy procedure! Dr. Picone is so experienced that he took on a job another dentist was not too optimistic about doing. And the end result was a beautiful smile and a healthy mouth! It's not only how a dentist makes you feel while going through the procedures, it's also how that dentist makes you feel AFTER your procedure is done. Dr. Picone is awesome! Make him YOUR dentist! You'll be glad you did! Especially if you are looking for virtually pain free dentistry! (I'm kind of a chicken when it comes to pain lol ) And he made it a breeze! OH! And his staff was so nice! He changed my perception of going to the dentist...can't thank him enough...",Dentist,5,4.047619048
Dr. Andrew V. Picone,Staff,0.666666667,0.171165009,loved him :) loved the way he answer all my question. he knows more then normal dentist knows now a days.,Dentist,5,4.047619048
Dr. Andrzej Salita,Punctuality,0,0.243933387,"He is the only doctor what doctor used to be. After 1 visit my migraine for first time stopped messing my life for 10 yrs. Deviated septum operation, new drugs and multiple monthly NYC doctors' visits failed. Thank God for Andrzej ... My area is today flooded with specialists from big NYC doctors who practice only 1 or 2 days per week. He is the only Family doctor who is always there when I need his help.",Family Doctor / G.P.,6,3.992924528
Dr. Andrzej Salita,Konwledge,1,0.15700363,I had a positive experianc with Dr. Salita and the specialists he reffered me to have been nothing but helpfull and knowlegable. I would recomend Dr. Salita to my friend and family.,Family Doctor / G.P.,6,3.992924528
Dr. Andrzej Salita,Staff,1,0.051006386,"Doctor Salita took the time to listen to my problems and explained everything to me. He was very helpful, his staff was courteous and the specialist he referred me to was great.",Family Doctor / G.P.,6,3.992924528
Dr. Angie Chin,Punctuality,0.666666667,0.245319799,"Dr. Chin at Tiny Sparkles is great! Tiny Sparkles is a beautiful place. My 2.5 y.o. kid loved it. Kid friendly with Ipads and toys in the waiting room along with a friendly receptionist/helper. Has themed patient rooms, which is pretty cool...even I was impressed. Even some of the equipment look like animals.
Ultimately, the service is great. Dr. Chin is very friendly and welcoming. Glad to have found a pediatric dentist that my kids will be happy to see. The place is really clean and bright, so it has a good feel to it.
Although the location is about 30 minutes away from us, it's worth the drive and parking is not bad...went on a Saturday. All positive things to say about this place. Love it! Thanks Tiny Sparkles!",Dentist,8,4.037037037
Dr. Angie Chin,Staff,0.8,0.869015636,Dr. Chin is exceptional at what she does. She can handle it all. She takes the extra time to explain to me as a parent what to expect to ease my worries. Super friendly staff. My son is definitely coming back in 6 months. See you then!,Dentist,8,4.037037037
